STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10001,1,1,0,0,0,8,8,115,0,6,1,2013,1,0,55,1,1,1,I-59,,1589,33.79196389,-86.38370278,0,42,0,0,1,1,0,4,2,10,0,10,0,0000000,99,99,1,7,99,99,0,0,0,2,0
1,10002,2,2,0,0,0,2,2,55,1670,3,1,2013,5,21,24,1,2,2,US-SR 74,MCCLAIN ST,1397,33.98466111,-85.88830556,0,12,6,0,2,2,0,1,3,10,0,10,0,0000000,99,99,21,33,99,99,0,0,0,1,0
1,10003,1,1,0,0,0,1,1,89,1730,6,1,2013,1,11,45,0,15,6,OAKWOOD AVE,,0,34.74946667,-86.62147222,0,30,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,11,54,99,99,0,0,0,1,0
1,10004,1,1,0,0,0,3,3,73,350,6,1,2013,1,12,25,0,99,6,JEFFERSON AVE SW,,0,33.48591389,-86.85701111,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,12,33,99,99,0,0,0,2,0
1,10005,2,2,0,0,0,3,3,125,3050,6,1,2013,1,18,28,1,11,1,I-359,,10,33.16855556,-87.55183056,0,12,1,1,18,1,0,1,3,1,0,1,0,0000000,99,99,18,29,99,99,0,0,0,1,0
1,10006,2,2,0,0,0,3,3,97,2100,8,1,2013,3,14,31,1,13,6,GOVERNMENT ST,PLEASANT VALLEY ROAD,0,30.66167778,-88.10793333,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,14,32,99,99,0,0,0,1,0
1,10007,1,1,0,0,0,1,1,95,50,11,1,2013,6,21,30,0,3,3,SR-205,,95,34.27086944,-86.22073056,0,34,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,21,38,88,88,0,0,0,1,0
1,10008,2,2,0,0,0,2,2,49,2904,14,1,2013,2,14,49,0,3,3,SR-75,,910,34.56107222,-85.79985833,0,12,2,0,1,1,0,1,1,2,0,2,0,0000000,99,99,14,55,99,99,0,0,0,1,0
1,10009,1,1,0,0,0,1,1,17,0,5,1,2013,7,16,21,0,4,4,CR-267,,0,33.01001944,-85.29138889,0,42,0,0,1,1,0,4,1,10,0,10,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10010,2,2,0,0,0,4,4,51,0,5,1,2013,7,17,34,0,3,3,SR-14,CHEROKEE TRAIL,1865,32.577275,-85.97061111,0,12,6,0,2,2,0,1,3,10,0,10,0,0000000,99,99,17,45,88,88,0,0,0,1,0
1,10011,2,2,0,0,0,3,3,1,0,5,1,2013,7,23,29,0,3,2,US-SR 31,,2001,32.60146111,-86.464275,0,12,2,0,1,1,0,1,3,10,0,10,0,0000000,99,99,23,40,99,99,20,0,0,1,1
1,10012,1,1,0,1,1,1,1,9,715,7,1,2013,2,5,44,0,3,2,US-SR 53,,2633,34.0154,-86.577525,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,6,15,88,88,0,0,0,1,0
1,10013,1,1,0,0,0,2,2,43,9997,7,1,2013,2,7,20,1,1,1,I-65,,2994,34.05400556,-86.86635278,0,52,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,7,33,99,99,0,0,0,1,0
1,10014,1,1,0,0,0,1,1,95,0,7,1,2013,2,16,5,0,6,4,CR-UNION CHAPEL ROAD,,0,34.40834722,-86.45794167,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,16,22,88,88,0,0,0,1,0
1,10015,1,1,0,0,0,1,1,115,0,9,1,2013,4,20,0,0,3,2,US-SR 25,,2067,33.89639444,-86.11083333,0,30,0,0,1,1,0,4,3,10,0,10,0,0000000,99,99,20,15,88,88,0,0,0,1,1
1,10016,2,2,0,0,0,3,3,19,0,10,1,2013,5,17,55,1,2,3,SR-35,,123,34.37740278,-85.61305556,0,1,0,0,1,1,0,1,3,2,0,2,0,0000000,99,99,18,21,99,99,0,0,0,1,0
1,10017,2,2,0,0,0,2,2,7,0,10,1,2013,5,5,50,0,4,4,CR-24,,0,33.11385278,-87.21756944,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,99,99,6,10,88,88,0,0,0,1,0
1,10018,2,2,0,0,0,2,2,81,2340,11,1,2013,6,10,21,0,13,3,SR-169,,252,32.61271667,-85.35630278,0,12,6,0,8,1,0,1,1,10,0,10,0,0000000,99,99,10,29,88,88,0,0,0,1,0
1,10019,1,1,0,0,0,1,1,89,1730,13,1,2013,1,6,11,0,14,6,PULASKI PIKE,,0,34.745875,-86.60852222,0,33,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,6,18,88,88,0,0,0,1,0
1,10020,1,1,0,0,0,1,1,21,0,14,1,2013,2,21,5,0,6,4,CR-61,,0,32.94323333,-86.58768611,0,42,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,21,20,88,88,0,0,0,1,1
1,10021,1,1,0,0,0,1,1,69,0,15,1,2013,3,0,5,0,3,3,SR-53,,106,31.09600833,-85.31093889,0,43,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,0,21,88,88,0,0,0,1,1
1,10022,1,1,0,0,0,1,1,101,0,15,1,2013,3,10,35,1,2,2,US-SR 53,,969,32.07763611,-86.06317778,0,34,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,11,10,99,99,0,0,0,1,0
1,10023,1,1,0,0,0,1,1,63,0,16,1,2013,4,18,30,0,4,3,SR-39,,187,32.88518333,-88.05531667,0,42,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,18,50,99,99,0,0,0,1,0
1,10024,2,2,0,0,0,3,3,117,0,16,1,2013,4,11,20,0,3,4,CR-26,,0,33.20557222,-86.73752222,0,12,6,0,1,1,0,1,1,2,0,2,0,0000000,99,99,11,26,99,99,0,0,0,1,0
1,10025,1,1,0,0,0,1,1,33,0,17,1,2013,5,5,50,0,4,4,CR-21,,0,34.81996389,-87.96168056,0,34,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,6,20,88,88,0,0,0,1,0
1,10026,2,2,0,0,0,3,3,117,0,19,1,2013,7,14,40,0,4,4,CR-17,,0,33.1775,-86.863325,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,14,45,99,99,0,0,0,1,0
1,10027,1,1,0,0,0,1,1,47,0,19,1,2013,7,22,45,0,5,4,CR-19,,0,32.30388889,-86.86056111,0,42,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,23,25,88,88,0,0,0,1,1
1,10028,1,1,0,0,0,1,1,123,60,28,1,2013,2,11,37,1,2,2,US-SR 38,,710,32.90617778,-85.90101944,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,11,46,88,88,0,0,0,1,0
1,10029,2,2,0,1,1,2,2,33,2190,3,1,2013,5,20,14,1,13,3,SR-133,,0,34.7443,-87.63519167,0,8,0,0,1,1,0,1,3,10,0,10,0,0000000,99,99,21,19,99,99,0,0,0,1,0
1,10030,3,3,0,0,0,7,7,101,2130,8,1,2013,3,22,22,1,13,2,US-SR 6,I-65,0,32.3273,-86.33465556,0,12,6,1,2,2,0,1,3,1,0,1,0,0000000,99,99,22,29,99,99,0,0,0,1,0
1,10031,1,1,0,0,0,2,2,89,1730,12,1,2013,7,1,23,1,13,4,CR-BOB WADE,,0,34.82805833,-86.61813333,0,30,0,0,1,1,0,4,3,2,0,2,0,0000000,99,99,1,29,99,99,0,0,0,1,1
1,10032,1,1,0,0,0,1,1,131,0,18,1,2013,6,22,45,0,4,4,CR-29,,0,32.12609167,-87.30957222,0,42,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,23,15,88,88,0,0,0,1,1
1,10033,1,1,0,0,0,2,2,1,0,19,1,2013,7,1,25,0,4,4,CR-85,CR-82,0,32.53877778,-86.47231111,0,59,0,0,3,3,0,4,3,1,0,1,0,0000000,99,99,1,40,88,88,0,0,0,2,0
1,10034,3,3,0,0,0,3,3,31,0,19,1,2013,7,12,45,0,3,3,SR-167,CR-270,308,31.37618333,-85.87130556,0,12,1,0,3,2,0,1,1,1,0,1,0,0000000,99,99,12,50,88,88,0,0,0,1,0
1,10035,1,1,0,0,0,1,1,117,0,20,1,2013,1,19,45,0,3,2,US-SR 53,,2049,33.43004167,-86.40069444,0,34,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,19,50,88,88,0,0,0,1,1
1,10036,1,1,0,0,0,1,1,81,0,21,1,2013,2,2,35,0,6,4,CR-LEE RD 437,,0,32.47368333,-85.14420278,0,42,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,2,51,88,88,0,0,0,1,0
1,10037,2,2,0,0,0,2,2,125,0,22,1,2013,3,19,15,0,4,3,SR-216,,29,33.21994722,-87.44051667,0,12,2,0,1,1,0,1,3,1,0,1,0,0000000,99,99,19,30,99,99,0,0,0,1,0
1,10038,2,2,0,1,1,3,3,89,1730,23,1,2013,4,18,21,1,13,2,US-SR 2,,0,34.73663333,-86.60826389,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,18,24,99,99,0,0,0,1,0
1,10039,2,2,0,0,0,2,2,1,2540,25,1,2013,6,1,0,0,13,6,SELMA HWY,,0,32.45165,-86.46791111,0,12,2,0,1,1,0,1,3,1,0,1,0,0000000,99,99,1,6,99,99,0,0,0,1,1
1,10040,1,1,0,0,0,1,1,85,0,26,1,2013,7,13,15,0,5,4,CR-37,,0,32.16895833,-86.49837778,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,13,50,88,88,0,0,0,1,1
1,10041,2,2,0,0,0,3,3,71,0,25,1,2013,6,11,0,0,4,3,SR-71,CR-59,59,34.62301944,-85.89545833,0,12,6,0,2,2,0,1,1,2,0,2,0,0000000,99,99,11,18,88,88,0,0,0,2,2
1,10042,1,1,0,0,0,1,1,93,0,28,1,2013,2,13,10,1,2,2,US-SR 4,,90,34.14913611,-88.05941389,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,13,20,99,99,0,0,0,1,0
1,10043,4,4,0,0,0,8,8,103,890,30,1,2013,4,9,46,1,13,3,SR-67,LONGVIEW DR SW,0,34.56789444,-87.01189167,0,12,6,0,2,2,0,1,1,2,0,2,0,0000000,99,99,9,49,99,99,0,0,0,1,0
1,10044,1,1,0,0,0,2,2,3,2355,31,1,2013,5,13,28,0,4,3,SR-180,,270,30.29027778,-87.60797778,0,19,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,13,38,99,99,0,0,0,1,0
1,10045,1,1,0,0,0,4,4,73,0,5,1,2013,7,13,49,0,16,4,CR-FAUCETT ROAD,,0,33.71287222,-86.65015,0,1,0,0,1,1,0,2,1,10,0,10,0,0000000,99,99,14,3,99,99,0,0,0,1,0
1,10046,2,1,1,0,0,2,2,97,2713,8,1,2013,3,14,18,1,13,2,US-SR 13,,0,30.81141389,-88.07138333,0,1,0,0,1,1,0,5,1,10,0,10,0,0000000,99,99,14,21,99,99,20,14,0,1,0
1,10047,1,1,0,1,1,1,1,89,0,14,1,2013,2,21,30,0,4,4,CR-BRIER FORK ROAD,,0,34.92797222,-86.63340556,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,99,99,21,49,88,88,0,0,0,1,0
1,10048,1,1,0,0,0,1,1,95,0,15,1,2013,3,12,15,0,5,4,CR-HUSTLEVILLE ROAD,,0,34.33096667,-86.21045,0,42,0,0,1,1,0,4,1,2,0,2,0,0000000,99,99,12,18,88,88,0,0,0,1,0
1,10049,1,1,0,0,0,2,2,97,0,20,1,2013,1,2,0,1,2,2,US-SR 13,,179,30.97461667,-88.02708889,0,35,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,2,26,99,99,0,0,0,1,1
1,10050,1,1,0,0,0,1,1,125,0,23,1,2013,4,99,99,0,3,3,SR-171,,52,33.31925556,-87.65218889,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
